grid_position,qualifying_position,grid_penalty,recent_form_5,recent_form_3,driver_coef_rapm,driver_dnf_rate,driver_experience,driver_wins_total,constructor_coef_rapm,constructor_dnf_rate,constructor_wins_total,driver_constructor_synergy,circuit_type,track_complexity,altitude_m,tire_compound_start,avg_pit_stops_circuit,season_factor,weather_impact_factor,safety_car_flag
11,11,0,15.0,15.0,-0.5751451542025942,0.0,1,0.0,-0.5751451542025942,0.5,0.0,-15.0,0,0.3175015016222171,7,0,1.2,2018,0.1919403183786397,1
6,6,0,4.0,4.0,0.360738728410296,0.0,1,0.0,0.5396970130814172,0.5,0.0,-4.0,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
3,3,0,4.666666666666667,4.4,0.3864598545958813,0.0,2,0.0,1.1896576593812458,0.0,0.0,-5.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
2,2,0,3.0,3.0,0.3741068694650581,0.0,1,0.0,1.393293806320348,0.25,2.0,-3.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
4,4,0,2.555555555555556,2.6,0.8031978047853644,0.0,2,0.0,1.1896576593812458,0.0,0.0,-2.5,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
5,5,0,6.0,6.0,0.1789582846711212,0.0,1,0.0,0.5396970130814172,0.5,0.0,-6.0,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
7,7,0,6.444444444444445,6.4,0.3344739629812621,0.0,2,0.0,0.0021672056593512,0.0,0.0,-6.5,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
13,13,0,6.111111111111111,6.2,0.3657013218351927,0.0,2,0.0,0.3146646934809024,0.0,0.0,-6.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
1,1,0,1.0,1.0,1.0191869368552895,0.0,2,2.0,1.393293806320348,0.25,2.0,-1.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
9,9,0,10.555555555555555,10.6,-0.3323067573219108,0.0,2,0.0,0.0021672056593512,0.0,0.0,-10.5,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
11,11,0,5.0,5.0,0.3257447735141309,0.0,1,0.0,-0.0756322279284371,0.5,0.0,-5.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
12,12,0,10.88888888888889,10.8,-0.2592936538079097,0.0,2,0.0,-0.9353252578053024,0.0,0.0,-11.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
8,8,0,13.77777777777778,14.0,-0.6760316039973927,0.0,2,0.0,-0.9353252578053024,0.0,0.0,-13.5,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
14,14,0,8.444444444444445,8.4,-0.0510366283542903,0.0,2,0.0,0.3146646934809024,0.0,0.0,-8.5,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
18,18,0,14.0,14.0,-0.7157423766586896,0.0,2,0.0,-1.1970602510494088,0.25,0.0,-14.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
16,16,0,15.0,15.0,-0.4813178743907192,0.0,1,0.0,-1.1970602510494088,0.25,0.0,-15.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
20,20,0,9.0,9.0,0.0066441406762568,0.0,1,0.0,-0.5645291396284389,0.25,0.0,-9.0,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
10,10,0,13.0,13.0,-0.4013770014425681,0.0,1,0.0,-0.0756322279284371,0.5,0.0,-13.0,0,0.3405735314053311,5,0,1.511764705882353,2018,0.7056487033460137,1
17,17,0,4.0,4.0,0.4705163142142033,0.0,1,0.0,-0.6669335015116767,0.25,0.0,-4.0,0,0.3405735314053311,5,2,1.511764705882353,2018,0.7056487033460137,1
19,19,0,12.444444444444445,12.4,-0.5711732803046956,0.0,2,0.0,-0.5645291396284389,0.25,0.0,-12.5,0,0.3405735314053311,5,3,1.511764705882353,2018,0.7056487033460137,1
2,2,0,3.1666666666666665,3.333333333333333,1.003898887473465,0.0,3,0.0,1.777027280824334,0.0,0.0,-3.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
6,6,0,3.0,3.0,0.7399646128086844,0.0,2,0.0,1.687599289937557,0.1666666666666666,2.0,-3.0,1,0.5601217782649834,0,3,1.4990712074303405,2018,0.2917208415087561,1
8,8,0,13.083333333333334,13.166666666666666,-0.6843648702729915,0.0,3,0.0,-0.90718875230079,0.0,0.0,-13.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
1,1,0,3.9166666666666665,4.5,0.9476346771288724,0.0,3,2.0,1.687599289937557,0.1666666666666666,2.0,-3.333333333333333,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
9,10,-1,9.916666666666666,9.833333333333334,-0.2714092157489019,0.0,3,0.0,0.3033400469517169,0.0,0.0,-10.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
13,14,-1,15.166666666666666,15.666666666666666,-0.9743930515639138,0.0,3,0.0,-1.317003397825942,0.1666666666666666,0.0,-14.666666666666666,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
12,13,-1,6.5,6.666666666666667,0.5747492627006187,0.0,3,0.0,0.3033400469517169,0.0,0.0,-6.333333333333333,1,0.5601217782649834,0,3,1.4990712074303405,2018,0.2917208415087561,1
10,11,-1,14.0,14.0,-0.7771357807525922,0.0,3,0.0,-1.5050795987068908,0.1666666666666666,0.0,-14.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
16,16,0,10.333333333333334,10.666666666666666,-0.2714092157489019,0.0,3,0.0,0.3033400469517169,0.0,0.0,-10.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
19,19,0,16.11111111111111,16.2,-0.9632520089369055,0.3333333333333333,2,0.0,-1.0931750568444745,0.1666666666666666,0.0,-16.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
18,18,0,12.88888888888889,13.2,-0.3426103462620281,0.0,2,0.0,-1.317003397825942,0.1666666666666666,0.0,-12.5,1,0.5601217782649834,0,3,1.4990712074303405,2018,0.2917208415087561,1
17,17,0,11.77777777777778,12.4,-0.129923047907569,0.0,2,0.0,-1.0931750568444745,0.1666666666666666,0.0,-11.0,1,0.5601217782649834,0,0,1.4990712074303405,2018,0.2917208415087561,1
15,15,0,7.777777777777778,8.0,0.3596582592892915,0.0,2,0.0,-0.5306769229654216,0.3333333333333333,0.0,-7.5,1,0.5601217782649834,0,3,1.4990712074303405,2018,0.2917208415087561,1
1,1,0,2.4285714285714284,2.333333333333333,1.2316105617129092,0.0,4,1.0,1.880209862007698,0.125,1.0,-2.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
2,2,0,3.5,3.0,0.6485993002947888,0.0,3,0.0,1.880209862007698,0.125,1.0,-4.0,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
5,5,0,5.444444444444445,5.4,0.336384177161956,0.25,2,0.0,1.1726850526693835,0.25,1.0,-5.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
3,3,0,4.071428571428571,4.833333333333333,0.9417427756844828,0.0,4,2.0,1.894704508384906,0.125,2.0,-3.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
6,6,0,2.333333333333333,2.2,0.8363008755074278,0.25,2,1.0,1.1726850526693835,0.25,1.0,-2.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
7,7,0,10.0,10.666666666666666,0.0498309886554163,0.0,3,0.0,-0.8586171287929395,0.25,0.0,-9.333333333333334,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
9,9,0,8.142857142857142,7.333333333333333,-0.1162344168941146,0.0,4,0.0,0.3476021397437958,0.0,0.0,-8.75,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
8,8,0,6.714285714285714,7.0,0.5671633570014023,0.0,4,0.0,0.2057802425619983,0.0,0.0,-6.5,0,0.2967720946297429,109,0,1.7204572517266017,2018,0.8159331664468117,1
15,15,0,9.5,8.166666666666666,-0.3191154685225024,0.0,4,0.0,-0.6922567448632919,0.0,0.0,-10.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
14,14,0,12.0,11.333333333333334,-0.7394099304300725,0.0,4,0.0,-1.2212421984631252,0.125,0.0,-12.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
18,19,-1,11.857142857142858,11.0,-0.6673332849778807,0.0,4,0.0,-1.4733133980382085,0.125,0.0,-12.5,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
20,20,0,13.583333333333334,13.166666666666666,-0.9354909478649552,0.25,3,0.0,-1.2555523352102165,0.125,0.0,-14.0,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
17,17,0,12.166666666666666,12.333333333333334,-0.481832268033053,0.0,3,0.0,-1.2212421984631252,0.125,0.0,-12.0,0,0.2967720946297429,109,2,1.7204572517266017,2018,0.8159331664468117,1
19,18,1,15.0,15.0,-0.805980113060328,0.25,2,0.0,-1.4733133980382085,0.125,0.0,-15.0,0,0.2967720946297429,109,3,1.7204572517266017,2018,0.8159331664468117,1
1,1,0,3.4166666666666665,3.5,0.862357378717106,0.2,3,1.0,1.416980857302058,0.2,1.0,-3.333333333333333,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
2,2,0,4.2,4.666666666666667,0.9956422828554046,0.0,5,2.0,1.9003868385990987,0.2,2.0,-3.6,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
3,3,0,1.933333333333333,1.5,1.370939676404367,0.0,5,2.0,2.174614211119779,0.1,2.0,-2.2,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
4,4,0,2.583333333333333,2.5,0.9047445557436952,0.0,3,0.0,1.9003868385990987,0.2,2.0,-2.6666666666666665,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
5,5,0,2.857142857142857,2.0,0.8036745347154115,0.0,4,0.0,2.174614211119779,0.1,2.0,-3.5,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
6,6,0,10.916666666666666,10.833333333333334,-0.410064494750638,0.2,3,0.0,-0.7356321180703714,0.1,0.0,-11.0,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
10,10,0,12.0,12.666666666666666,-0.3389048085437882,0.2,3,0.0,-1.3776440830704768,0.1,0.0,-11.333333333333334,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
11,11,0,6.25,6.166666666666667,0.419513673836327,0.4,3,0.0,0.3364918073646882,0.0,0.0,-6.333333333333333,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
20,20,0,4.416666666666667,4.166666666666667,0.5546234785849521,0.2,3,0.0,1.416980857302058,0.2,1.0,-4.666666666666667,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
8,8,0,7.6,6.666666666666667,-0.0830218664716387,0.0,5,0.0,0.3364918073646882,0.0,0.0,-8.4,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
16,17,-1,12.5,12.833333333333334,-0.6786932526366442,0.0,4,0.0,-1.3871853445776428,0.1,0.0,-12.25,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
9,9,0,9.066666666666666,7.5,-0.325567623319734,0.0,5,0.0,-0.7356321180703714,0.1,0.0,-10.2,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
19,19,0,8.714285714285714,9.0,0.2106108596424177,0.0,4,0.0,-0.7497755301038705,0.2,0.0,-8.5,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
12,12,0,9.928571428571429,10.166666666666666,-0.3963092923356432,0.0,4,0.0,0.1245970862480808,0.1,0.0,-9.75,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
18,15,3,15.22222222222222,15.4,-0.960386389746288,0.4,2,0.0,-0.7497755301038705,0.2,0.0,-15.0,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
13,13,0,14.583333333333334,14.5,-1.0330581830231889,0.2,3,0.0,-1.7028337248113423,0.1,0.0,-14.666666666666666,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
17,18,-1,11.4,10.5,-0.669775541788153,0.0,5,0.0,-1.7028337248113423,0.1,0.0,-12.2,1,0.3583900305062689,7,0,1.6477943728098527,2018,0.7142133230151099,1
1,1,0,3.6666666666666665,3.0,1.1722110651315925,0.0,6,2.0,2.160581307542053,0.1666666666666666,2.0,-3.333333333333333,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
2,2,0,3.4,3.5,0.8331826095894247,0.0,5,0.0,2.3204363041792035,0.0833333333333333,2.0,-3.8,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
3,3,0,6.0,6.333333333333333,0.3658927541349947,0.1666666666666666,4,0.0,1.589001695774976,0.1666666666666666,2.0,-5.75,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
6,6,0,2.571428571428572,2.333333333333333,1.2231089416399814,0.1666666666666666,4,2.0,1.589001695774976,0.1666666666666666,2.0,-2.75,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
4,4,0,2.2,2.0,1.4872536945897796,0.0,6,2.0,2.3204363041792035,0.0833333333333333,2.0,-2.333333333333333,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
5,5,0,3.071428571428572,3.1666666666666665,0.98837024241046,0.0,4,0.0,2.160581307542053,0.1666666666666666,2.0,-3.0,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
7,7,0,6.857142857142857,7.0,0.4453706954685476,0.3333333333333333,4,0.0,0.3111337509189947,0.0,0.0,-6.75,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
9,9,0,8.133333333333333,8.166666666666666,-0.1342369445495529,0.0,6,0.0,0.3111337509189947,0.0,0.0,-8.666666666666666,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
8,8,0,9.142857142857142,8.333333333333334,-0.1460397207237684,0.1666666666666666,4,0.0,-0.6189699648708188,0.0833333333333333,0.0,-9.75,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
13,13,0,11.2,10.166666666666666,-0.6760436299672155,0.1666666666666666,5,0.0,-1.352087259934431,0.0833333333333333,0.0,-12.0,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
16,16,0,10.357142857142858,10.5,-0.1275188677221777,0.1666666666666666,4,0.0,-1.1836886052414244,0.0833333333333333,0.0,-10.25,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
20,20,0,15.166666666666666,15.333333333333334,-1.2167251311142844,0.3333333333333333,3,0.0,-1.107660583917352,0.1666666666666666,0.0,-15.0,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
11,11,0,10.2,10.666666666666666,0.1090645471969325,0.0,5,0.0,-1.107660583917352,0.1666666666666666,0.0,-9.4,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
10,10,0,9.666666666666666,9.5,-0.4729302441470504,0.0,6,0.0,-0.6189699648708188,0.0833333333333333,0.0,-10.5,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
19,19,0,12.066666666666666,11.666666666666666,-0.6760436299672155,0.0,5,0.0,-1.352087259934431,0.0833333333333333,0.0,-12.0,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
15,15,0,11.333333333333334,12.166666666666666,-0.6493293319855808,0.0,5,0.0,-0.0320390742366793,0.1666666666666666,0.0,-10.6,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
18,18,0,15.071428571428571,15.166666666666666,-1.2267131414722967,0.1666666666666666,4,0.0,-2.08670757021452,0.0833333333333333,0.0,-15.0,1,0.3252606893103993,7,0,1.5986521734199757,2018,0.2061558907517059,1
1,1,0,3.066666666666667,3.6666666666666665,1.4519013656606554,0.0,7,2.0,2.4795321388725067,0.0714285714285714,2.0,-2.7142857142857144,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
4,4,0,5.066666666666666,5.0,0.5572774699937014,0.1428571428571428,5,0.0,1.847935811484022,0.1428571428571428,2.0,-5.2,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
6,6,0,4.066666666666666,4.666666666666667,0.9306683260428804,0.0,5,0.0,2.3273385240124336,0.1428571428571428,3.0,-3.6,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
5,5,0,3.0,3.1666666666666665,1.2906583414903194,0.1428571428571428,5,2.0,1.847935811484022,0.1428571428571428,2.0,-3.0,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
3,3,0,2.7333333333333334,1.8333333333333333,1.3966701979695528,0.0,7,3.0,2.3273385240124336,0.1428571428571428,3.0,-3.0,0,0.3817404319521496,406,3,1.5299371570490543,2018,0.7284002643129659,1
9,9,0,11.4,11.833333333333334,-0.0150337348726851,0.0,6,0.0,-1.240652048982313,0.1428571428571428,0.0,-10.0,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
2,2,0,2.8,3.0,1.0276307732118517,0.0,6,0.0,2.4795321388725067,0.0714285714285714,2.0,-3.5,0,0.3817404319521496,406,3,1.5299371570490543,2018,0.7284002643129659,1
7,7,0,8.0,8.5,-0.1043954523189642,0.0,7,0.0,0.4016479059925067,0.0,0.0,-8.571428571428571,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
12,12,0,6.933333333333334,7.166666666666667,0.506043358311471,0.2857142857142857,5,0.0,0.4016479059925067,0.0,0.0,-6.8,0,0.3817404319521496,406,3,1.5299371570490543,2018,0.7284002643129659,1
8,8,0,10.533333333333331,9.333333333333334,-0.5644709980481688,0.1428571428571428,6,0.0,-1.4414625968223616,0.0714285714285714,0.0,-11.666666666666666,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
10,10,0,14.071428571428571,13.833333333333334,-1.2256183141096282,0.2857142857142857,4,0.0,-1.240652048982313,0.1428571428571428,0.0,-14.25,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
17,18,-1,13.133333333333333,14.166666666666666,-0.954322036719317,0.0,6,0.0,-0.235718788871974,0.2142857142857142,0.0,-11.5,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
15,15,0,13.066666666666666,13.333333333333334,-0.8769915987741937,0.0,6,0.0,-1.4414625968223616,0.0714285714285714,0.0,-12.5,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
20,17,3,12.928571428571429,12.166666666666666,-1.0256294715965968,0.4285714285714285,4,0.0,-1.189198819530477,0.0714285714285714,0.0,-13.5,0,0.3817404319521496,406,0,1.5299371570490543,2018,0.7284002643129659,1
18,19,-1,15.733333333333333,16.166666666666668,-1.479258390044334,0.1428571428571428,5,0.0,-2.243282337951599,0.0714285714285714,0.0,-15.4,0,0.3817404319521496,406,3,1.5299371570490543,2018,0.7284002643129659,1
4,5,-1,4.0,3.5,0.7410513572289956,0.125,6,0.0,2.044619452828855,0.125,2.0,-4.666666666666667,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
3,4,-1,3.866666666666666,4.166666666666667,1.0462519707755735,0.0,6,0.0,2.3973842551818234,0.125,3.0,-3.5,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
6,3,3,3.1333333333333333,3.1666666666666665,1.3511322844062457,0.0,8,3.0,2.3973842551818234,0.125,3.0,-3.25,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
5,6,-1,13.0,12.0,-1.2664751341139278,0.25,5,0.0,-1.1132339520535344,0.125,0.0,-13.6,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
8,8,0,9.733333333333333,9.5,0.153241182060393,0.0,7,0.0,-1.1132339520535344,0.125,0.0,-9.428571428571429,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
11,11,0,8.933333333333334,8.333333333333334,-0.064191338392861,0.25,5,0.0,-0.7199707598401681,0.125,0.0,-9.6,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
16,17,-1,10.866666666666667,12.5,-0.6557794214473074,0.0,7,0.0,-0.7199707598401681,0.125,0.0,-11.0,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
13,14,-1,7.2,7.5,0.7358309909551466,0.0,5,0.0,-0.3199683930757513,0.25,0.0,-6.8,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
18,13,5,10.066666666666666,10.0,-0.512751777197729,0.125,7,0.0,-1.496036582956041,0.0625,0.0,-11.428571428571429,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
20,20,0,13.0,13.333333333333334,-0.9832848057583136,0.0,7,0.0,-1.496036582956041,0.0625,0.0,-12.571428571428571,0,0.1987070498541113,678,3,1.4803616790845893,2018,0.2077279803111913,1
12,12,0,10.6,9.833333333333334,-0.129243004570999,0.25,5,0.0,-1.3250335523250718,0.0625,0.0,-10.4,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
9,9,0,8.066666666666666,8.333333333333334,-0.0763466279352947,0.0,8,0.0,0.359195659276772,0.0,0.0,-8.5,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
17,18,-1,15.6,15.833333333333334,-1.611637989561838,0.125,6,0.0,-2.34824994165789,0.125,0.0,-15.333333333333334,0,0.1987070498541113,678,0,1.4803616790845893,2018,0.2077279803111913,1
