qualifying_position,constructor_coef_rapm,recent_form_5,driver_constructor_synergy,constructor_wins_total,driver_coef_rapm,track_complexity,tire_compound_start,season_factor,avg_pit_stops_circuit,constructor_dnf_rate,grid_penalty,altitude_m
6,-0.5751451542025942,0.0,0.0,0.0,0.0,0.4249044702495889,0,2018,1.2,0.5,-1,7
7,0.0,0.0,0.0,0.0,0.0,0.4249044702495889,0,2018,1.2,1.0,-1,7
8,-0.0617911766387444,7.0,-7.0,0.0,0.1054679748122329,0.4249044702495889,0,2018,1.2,0.0,-1,7
13,0.1689781143747855,5.0,-5.0,0.0,0.2663071413628663,0.4249044702495889,3,2018,1.2,0.0,0,7
14,0.1689781143747855,9.0,-9.0,0.0,-0.0973290269880808,0.4249044702495889,0,2018,1.2,0.0,0,7
17,-0.4084596913145881,0.0,0.0,0.0,0.0,0.4249044702495889,3,2018,1.2,0.5,0,7
9,-0.5233297586658042,12.0,-12.0,0.0,-0.3071194003767705,0.4249044702495889,0,2018,1.2,0.0,-1,7
10,-0.0617911766387444,10.0,-10.0,0.0,-0.1672591514509774,0.4249044702495889,0,2018,1.2,0.0,0,7
19,-0.4084596913145881,13.0,-13.0,0.0,-0.4084596913145881,0.4249044702495889,3,2018,1.2,0.5,0,7
16,0.0,0.0,0.0,0.0,0.0,0.4249044702495889,0,2018,1.2,1.0,0,7
20,-0.4918024227585911,14.0,-14.0,0.0,-0.4918024227585911,0.4249044702495889,3,2018,1.2,0.5,0,7
18,-0.4918024227585911,0.0,0.0,0.0,0.0,0.4249044702495889,3,2018,1.2,0.5,0,7
12,-0.5233297586658042,11.0,-11.0,0.0,-0.2162103582890337,0.4249044702495889,3,2018,1.2,0.0,0,7
11,-0.5751451542025942,15.0,-15.0,0.0,-0.5751451542025942,0.4249044702495889,0,2018,1.2,0.5,0,7
6,0.5396970130814172,4.0,-4.0,0.0,0.360738728410296,0.4474979062596848,0,2018,1.511764705882353,0.5,0,5
3,1.1896576593812458,4.666666666666667,-5.0,0.0,0.3864598545958813,0.4474979062596848,3,2018,1.511764705882353,0.0,0,5
2,1.393293806320348,3.0,-3.0,2.0,0.3741068694650581,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
4,1.1896576593812458,2.555555555555556,-2.5,0.0,0.8031978047853644,0.4474979062596848,3,2018,1.511764705882353,0.0,0,5
5,0.5396970130814172,6.0,-6.0,0.0,0.1789582846711212,0.4474979062596848,0,2018,1.511764705882353,0.5,0,5
7,0.0021672056593512,6.444444444444445,-6.5,0.0,0.3344739629812621,0.4474979062596848,0,2018,1.511764705882353,0.0,0,5
13,0.3146646934809024,6.111111111111111,-6.0,0.0,0.3657013218351927,0.4474979062596848,3,2018,1.511764705882353,0.0,0,5
1,1.393293806320348,1.0,-1.0,2.0,1.0191869368552895,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
9,0.0021672056593512,10.555555555555555,-10.5,0.0,-0.3323067573219108,0.4474979062596848,0,2018,1.511764705882353,0.0,0,5
11,-0.0756322279284371,5.0,-5.0,0.0,0.3257447735141309,0.4474979062596848,3,2018,1.511764705882353,0.5,0,5
12,-0.9353252578053024,10.88888888888889,-11.0,0.0,-0.2592936538079097,0.4474979062596848,3,2018,1.511764705882353,0.0,0,5
8,-0.9353252578053024,13.77777777777778,-13.5,0.0,-0.6760316039973927,0.4474979062596848,0,2018,1.511764705882353,0.0,0,5
14,0.3146646934809024,8.444444444444445,-8.5,0.0,-0.0510366283542903,0.4474979062596848,3,2018,1.511764705882353,0.0,0,5
18,-1.1970602510494088,14.0,-14.0,0.0,-0.7157423766586896,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
16,-1.1970602510494088,15.0,-15.0,0.0,-0.4813178743907192,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
20,-0.5645291396284389,9.0,-9.0,0.0,0.0066441406762568,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
10,-0.0756322279284371,13.0,-13.0,0.0,-0.4013770014425681,0.4474979062596848,0,2018,1.511764705882353,0.5,0,5
17,-0.6669335015116767,4.0,-4.0,0.0,0.4705163142142033,0.4474979062596848,2,2018,1.511764705882353,0.25,0,5
19,-0.5645291396284389,12.444444444444445,-12.5,0.0,-0.5711732803046956,0.4474979062596848,3,2018,1.511764705882353,0.25,0,5
2,1.777027280824334,3.1666666666666665,-3.0,0.0,1.003898887473465,0.6726676836407992,0,2018,1.4990712074303405,0.0,0,0
6,1.687599289937557,3.0,-3.0,2.0,0.7399646128086844,0.6726676836407992,3,2018,1.4990712074303405,0.1666666666666666,0,0
8,-0.90718875230079,13.083333333333334,-13.0,0.0,-0.6843648702729915,0.6726676836407992,0,2018,1.4990712074303405,0.0,0,0
1,1.687599289937557,3.9166666666666665,-3.333333333333333,2.0,0.9476346771288724,0.6726676836407992,0,2018,1.4990712074303405,0.1666666666666666,0,0
10,0.3033400469517169,9.916666666666666,-10.0,0.0,-0.2714092157489019,0.6726676836407992,0,2018,1.4990712074303405,0.0,-1,0
14,-1.317003397825942,15.166666666666666,-14.666666666666666,0.0,-0.9743930515639138,0.6726676836407992,0,2018,1.4990712074303405,0.1666666666666666,-1,0
13,0.3033400469517169,6.5,-6.333333333333333,0.0,0.5747492627006187,0.6726676836407992,3,2018,1.4990712074303405,0.0,-1,0
11,-1.5050795987068908,14.0,-14.0,0.0,-0.7771357807525922,0.6726676836407992,0,2018,1.4990712074303405,0.1666666666666666,-1,0
16,0.3033400469517169,10.333333333333334,-10.0,0.0,-0.2714092157489019,0.6726676836407992,0,2018,1.4990712074303405,0.0,0,0
19,-1.0931750568444745,16.11111111111111,-16.0,0.0,-0.9632520089369055,0.6726676836407992,0,2018,1.4990712074303405,0.1666666666666666,0,0
18,-1.317003397825942,12.88888888888889,-12.5,0.0,-0.3426103462620281,0.6726676836407992,3,2018,1.4990712074303405,0.1666666666666666,0,0
17,-1.0931750568444745,11.77777777777778,-11.0,0.0,-0.129923047907569,0.6726676836407992,0,2018,1.4990712074303405,0.1666666666666666,0,0
15,-0.5306769229654216,7.777777777777778,-7.5,0.0,0.3596582592892915,0.6726676836407992,3,2018,1.4990712074303405,0.3333333333333333,0,0
1,1.880209862007698,2.4285714285714284,-2.5,1.0,1.2316105617129092,0.4190300066879821,3,2018,1.7204572517266017,0.125,0,109
2,1.880209862007698,3.5,-4.0,1.0,0.6485993002947888,0.4190300066879821,3,2018,1.7204572517266017,0.125,0,109
5,1.1726850526693835,5.444444444444445,-5.5,1.0,0.336384177161956,0.4190300066879821,3,2018,1.7204572517266017,0.25,0,109
3,1.894704508384906,4.071428571428571,-3.5,2.0,0.9417427756844828,0.4190300066879821,3,2018,1.7204572517266017,0.125,0,109
6,1.1726850526693835,2.333333333333333,-2.5,1.0,0.8363008755074278,0.4190300066879821,3,2018,1.7204572517266017,0.25,0,109
7,-0.8586171287929395,10.0,-9.333333333333334,0.0,0.0498309886554163,0.4190300066879821,3,2018,1.7204572517266017,0.25,0,109
9,0.3476021397437958,8.142857142857142,-8.75,0.0,-0.1162344168941146,0.4190300066879821,3,2018,1.7204572517266017,0.0,0,109
8,0.2057802425619983,6.714285714285714,-6.5,0.0,0.5671633570014023,0.4190300066879821,0,2018,1.7204572517266017,0.0,0,109
15,-0.6922567448632919,9.5,-10.5,0.0,-0.3191154685225024,0.4190300066879821,3,2018,1.7204572517266017,0.0,0,109
14,-1.2212421984631252,12.0,-12.5,0.0,-0.7394099304300725,0.4190300066879821,3,2018,1.7204572517266017,0.125,0,109
19,-1.4733133980382085,11.857142857142858,-12.5,0.0,-0.6673332849778807,0.4190300066879821,3,2018,1.7204572517266017,0.125,-1,109
20,-1.2555523352102165,13.583333333333334,-14.0,0.0,-0.9354909478649552,0.4190300066879821,3,2018,1.7204572517266017,0.125,0,109
17,-1.2212421984631252,12.166666666666666,-12.0,0.0,-0.481832268033053,0.4190300066879821,2,2018,1.7204572517266017,0.125,0,109
18,-1.4733133980382085,15.0,-15.0,0.0,-0.805980113060328,0.4190300066879821,3,2018,1.7204572517266017,0.125,1,109
1,1.416980857302058,3.4166666666666665,-3.333333333333333,1.0,0.862357378717106,0.5461030769819427,0,2018,1.6477943728098527,0.2,0,7
2,1.9003868385990987,4.2,-3.6,2.0,0.9956422828554046,0.5461030769819427,0,2018,1.6477943728098527,0.2,0,7
3,2.174614211119779,1.933333333333333,-2.2,2.0,1.370939676404367,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
4,1.9003868385990987,2.583333333333333,-2.6666666666666665,2.0,0.9047445557436952,0.5461030769819427,0,2018,1.6477943728098527,0.2,0,7
5,2.174614211119779,2.857142857142857,-3.5,2.0,0.8036745347154115,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
6,-0.7356321180703714,10.916666666666666,-11.0,0.0,-0.410064494750638,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
10,-1.3776440830704768,12.0,-11.333333333333334,0.0,-0.3389048085437882,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
11,0.3364918073646882,6.25,-6.333333333333333,0.0,0.419513673836327,0.5461030769819427,0,2018,1.6477943728098527,0.0,0,7
20,1.416980857302058,4.416666666666667,-4.666666666666667,1.0,0.5546234785849521,0.5461030769819427,0,2018,1.6477943728098527,0.2,0,7
8,0.3364918073646882,7.6,-8.4,0.0,-0.0830218664716387,0.5461030769819427,0,2018,1.6477943728098527,0.0,0,7
17,-1.3871853445776428,12.5,-12.25,0.0,-0.6786932526366442,0.5461030769819427,0,2018,1.6477943728098527,0.1,-1,7
9,-0.7356321180703714,9.066666666666666,-10.2,0.0,-0.325567623319734,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
19,-0.7497755301038705,8.714285714285714,-8.5,0.0,0.2106108596424177,0.5461030769819427,0,2018,1.6477943728098527,0.2,0,7
12,0.1245970862480808,9.928571428571429,-9.75,0.0,-0.3963092923356432,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
15,-0.7497755301038705,15.22222222222222,-15.0,0.0,-0.960386389746288,0.5461030769819427,0,2018,1.6477943728098527,0.2,3,7
13,-1.7028337248113423,14.583333333333334,-14.666666666666666,0.0,-1.0330581830231889,0.5461030769819427,0,2018,1.6477943728098527,0.1,0,7
18,-1.7028337248113423,11.4,-12.2,0.0,-0.669775541788153,0.5461030769819427,0,2018,1.6477943728098527,0.1,-1,7
1,2.160581307542053,3.6666666666666665,-3.333333333333333,2.0,1.1722110651315925,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
2,2.3204363041792035,3.4,-3.8,2.0,0.8331826095894247,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
3,1.589001695774976,6.0,-5.75,2.0,0.3658927541349947,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
6,1.589001695774976,2.571428571428572,-2.75,2.0,1.2231089416399814,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
4,2.3204363041792035,2.2,-2.333333333333333,2.0,1.4872536945897796,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
5,2.160581307542053,3.071428571428572,-3.0,2.0,0.98837024241046,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
7,0.3111337509189947,6.857142857142857,-6.75,0.0,0.4453706954685476,0.4812132328185301,0,2018,1.5986521734199757,0.0,0,7
9,0.3111337509189947,8.133333333333333,-8.666666666666666,0.0,-0.1342369445495529,0.4812132328185301,0,2018,1.5986521734199757,0.0,0,7
8,-0.6189699648708188,9.142857142857142,-9.75,0.0,-0.1460397207237684,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
13,-1.352087259934431,11.2,-12.0,0.0,-0.6760436299672155,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
16,-1.1836886052414244,10.357142857142858,-10.25,0.0,-0.1275188677221777,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
20,-1.107660583917352,15.166666666666666,-15.0,0.0,-1.2167251311142844,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
11,-1.107660583917352,10.2,-9.4,0.0,0.1090645471969325,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
10,-0.6189699648708188,9.666666666666666,-10.5,0.0,-0.4729302441470504,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
19,-1.352087259934431,12.066666666666666,-12.0,0.0,-0.6760436299672155,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
15,-0.0320390742366793,11.333333333333334,-10.6,0.0,-0.6493293319855808,0.4812132328185301,0,2018,1.5986521734199757,0.1666666666666666,0,7
18,-2.08670757021452,15.071428571428571,-15.0,0.0,-1.2267131414722967,0.4812132328185301,0,2018,1.5986521734199757,0.0833333333333333,0,7
1,2.4795321388725067,3.066666666666667,-2.7142857142857144,2.0,1.4519013656606554,0.4506762830968045,0,2018,1.5299371570490543,0.0714285714285714,0,406
4,1.847935811484022,5.066666666666666,-5.2,2.0,0.5572774699937014,0.4506762830968045,0,2018,1.5299371570490543,0.1428571428571428,0,406
6,2.3273385240124336,4.066666666666666,-3.6,3.0,0.9306683260428804,0.4506762830968045,0,2018,1.5299371570490543,0.1428571428571428,0,406
5,1.847935811484022,3.0,-3.0,2.0,1.2906583414903194,0.4506762830968045,0,2018,1.5299371570490543,0.1428571428571428,0,406
3,2.3273385240124336,2.7333333333333334,-3.0,3.0,1.3966701979695528,0.4506762830968045,3,2018,1.5299371570490543,0.1428571428571428,0,406
9,-1.240652048982313,11.4,-10.0,0.0,-0.0150337348726851,0.4506762830968045,0,2018,1.5299371570490543,0.1428571428571428,0,406
2,2.4795321388725067,2.8,-3.5,2.0,1.0276307732118517,0.4506762830968045,3,2018,1.5299371570490543,0.0714285714285714,0,406
7,0.4016479059925067,8.0,-8.571428571428571,0.0,-0.1043954523189642,0.4506762830968045,0,2018,1.5299371570490543,0.0,0,406
12,0.4016479059925067,6.933333333333334,-6.8,0.0,0.506043358311471,0.4506762830968045,3,2018,1.5299371570490543,0.0,0,406
8,-1.4414625968223616,10.533333333333331,-11.666666666666666,0.0,-0.5644709980481688,0.4506762830968045,0,2018,1.5299371570490543,0.0714285714285714,0,406
10,-1.240652048982313,14.071428571428571,-14.25,0.0,-1.2256183141096282,0.4506762830968045,0,2018,1.5299371570490543,0.1428571428571428,0,406
18,-0.235718788871974,13.133333333333333,-11.5,0.0,-0.954322036719317,0.4506762830968045,0,2018,1.5299371570490543,0.2142857142857142,-1,406
15,-1.4414625968223616,13.066666666666666,-12.5,0.0,-0.8769915987741937,0.4506762830968045,0,2018,1.5299371570490543,0.0714285714285714,0,406
17,-1.189198819530477,12.928571428571429,-13.5,0.0,-1.0256294715965968,0.4506762830968045,0,2018,1.5299371570490543,0.0714285714285714,3,406
19,-2.243282337951599,15.733333333333333,-15.4,0.0,-1.479258390044334,0.4506762830968045,3,2018,1.5299371570490543,0.0714285714285714,-1,406
5,2.044619452828855,4.0,-4.666666666666667,2.0,0.7410513572289956,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
4,2.3973842551818234,3.866666666666666,-3.5,3.0,1.0462519707755735,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
3,2.3973842551818234,3.1333333333333333,-3.25,3.0,1.3511322844062457,0.290790703947054,0,2018,1.4803616790845893,0.125,3,678
6,-1.1132339520535344,13.0,-13.6,0.0,-1.2664751341139278,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
8,-1.1132339520535344,9.733333333333333,-9.428571428571429,0.0,0.153241182060393,0.290790703947054,0,2018,1.4803616790845893,0.125,0,678
11,-0.7199707598401681,8.933333333333334,-9.6,0.0,-0.064191338392861,0.290790703947054,0,2018,1.4803616790845893,0.125,0,678
17,-0.7199707598401681,10.866666666666667,-11.0,0.0,-0.6557794214473074,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
14,-0.3199683930757513,7.2,-6.8,0.0,0.7358309909551466,0.290790703947054,0,2018,1.4803616790845893,0.25,-1,678
13,-1.496036582956041,10.066666666666666,-11.428571428571429,0.0,-0.512751777197729,0.290790703947054,0,2018,1.4803616790845893,0.0625,5,678
20,-1.496036582956041,13.0,-12.571428571428571,0.0,-0.9832848057583136,0.290790703947054,3,2018,1.4803616790845893,0.0625,0,678
12,-1.3250335523250718,10.6,-10.4,0.0,-0.129243004570999,0.290790703947054,0,2018,1.4803616790845893,0.0625,0,678
9,0.359195659276772,8.066666666666666,-8.5,0.0,-0.0763466279352947,0.290790703947054,0,2018,1.4803616790845893,0.0,0,678
18,-2.34824994165789,15.6,-15.333333333333334,0.0,-1.611637989561838,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
15,-2.34824994165789,13.0,-13.0,0.0,-0.7366119520960531,0.290790703947054,0,2018,1.4803616790845893,0.125,-1,678
2,2.470313547446303,3.066666666666667,-3.2222222222222223,3.0,1.335546045271678,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
1,2.4404058349093614,2.466666666666667,-2.5,3.0,1.5873577332635072,0.5101796894445331,3,2018,1.4507976829958251,0.1666666666666666,0,145
3,2.470313547446303,3.333333333333333,-3.2857142857142856,3.0,1.1347675021746286,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
4,2.4404058349093614,4.266666666666667,-4.0,3.0,0.8530481016458576,0.5101796894445331,3,2018,1.4507976829958251,0.1666666666666666,0,145
6,2.1287418390848925,3.333333333333333,-3.1666666666666665,3.0,1.2062376543276556,0.5101796894445331,3,2018,1.4507976829958251,0.1666666666666666,0,145
11,0.1763036623471669,7.666666666666667,-7.166666666666667,0.0,0.4383546670575902,0.5101796894445331,2,2018,1.4507976829958251,0.0555555555555555,0,145
10,-0.5862104092201287,7.733333333333333,-9.0,0.0,0.036823307081437,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
13,-0.3877332066494587,7.6,-7.0,0.0,0.7124407182845276,0.5101796894445331,3,2018,1.4507976829958251,0.2222222222222222,0,145
7,-0.8075857107288046,8.0,-8.875,0.0,0.1975935928869907,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
12,-0.5862104092201287,9.866666666666667,-10.5,0.0,-0.6230337163015656,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
17,-0.3877332066494587,13.133333333333333,-11.571428571428571,0.0,-1.1001739249339868,0.5101796894445331,3,2018,1.4507976829958251,0.2222222222222222,0,145
19,-2.510694636504627,13.4,-13.142857142857142,0.0,-0.8730018136350672,0.5101796894445331,2,2018,1.4507976829958251,0.1111111111111111,0,145
14,-1.429176498315477,10.8,-10.5,0.0,-0.2096082289834483,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
18,-2.510694636504627,14.8,-15.0,0.0,-1.6376928228695584,0.5101796894445331,3,2018,1.4507976829958251,0.1111111111111111,0,145
14,2.521655668735985,2.4,-2.4444444444444446,3.0,1.6575971325680197,0.4150503223218475,3,2018,1.455717914696243,0.15,0,110
2,2.521655668735985,4.4,-4.0,3.0,0.864058536167962,0.4150503223218475,0,2018,1.455717914696243,0.15,0,110
3,2.597541033638428,3.2,-3.25,4.0,1.1635174136446482,0.4150503223218475,0,2018,1.455717914696243,0.1,0,110
4,2.1134933548265784,2.8666666666666667,-4.142857142857143,3.0,0.9096701064269772,0.4150503223218475,0,2018,1.455717914696243,0.2,0,110
7,0.2136591310672152,7.266666666666667,-7.0,0.0,0.5154223315721088,0.4150503223218475,0,2018,1.455717914696243,0.05,0,110
6,-0.8254490706133053,9.8,-12.0,0.0,-1.015977356154104,0.4150503223218475,0,2018,1.455717914696243,0.1,0,110
10,-0.5515090224915358,10.2,-10.444444444444445,0.0,-0.676139338002101,0.4150503223218475,0,2018,1.455717914696243,0.1,0,110
16,-0.5515090224915358,7.266666666666667,-8.714285714285714,0.0,0.1246303155105648,0.4150503223218475,0,2018,1.455717914696243,0.1,-1,110
13,-1.5162056925370988,12.133333333333333,-12.25,0.0,-1.008075723000193,0.4150503223218475,3,2018,1.455717914696243,0.1,0,110
18,-1.5450299460392978,13.133333333333333,-13.6,0.0,-1.1964069715608945,0.4150503223218475,3,2018,1.455717914696243,0.15,-1,110
5,-0.8254490706133053,8.133333333333333,-8.88888888888889,0.0,0.190528285540798,0.4150503223218475,0,2018,1.455717914696243,0.1,0,110
8,0.2136591310672152,9.533333333333331,-8.88888888888889,0.0,-0.3017632005048937,0.4150503223218475,0,2018,1.455717914696243,0.05,0,110
20,-0.4331589089455462,12.533333333333331,-11.5,0.0,-1.1561829387678202,0.4150503223218475,3,2018,1.455717914696243,0.2,-1,110
17,-1.5450299460392978,11.2,-10.857142857142858,0.0,-0.3486229744784033,0.4150503223218475,3,2018,1.455717914696243,0.15,-1,110
9,-1.5162056925370988,9.4,-11.125,0.0,-0.508129969536908,0.4150503223218475,0,2018,1.455717914696243,0.1,0,110
1,2.666213558758441,1.933333333333333,-2.3,4.0,1.7285326655297637,0.3685911810930358,0,2018,1.517319316390524,0.1363636363636363,0,264
4,2.6222127587710125,2.4,-3.0,4.0,1.400599650998674,0.3685911810930358,3,2018,1.517319316390524,0.0909090909090909,0,264
3,2.6222127587710125,3.0,-3.2222222222222223,4.0,1.2216131077723371,0.3685911810930358,0,2018,1.517319316390524,0.0909090909090909,0,264
12,2.137219894444053,4.0,-3.4285714285714284,3.0,1.176684120934593,0.3685911810930358,3,2018,1.517319316390524,0.2272727272727272,0,264
2,2.666213558758441,3.733333333333333,-3.7777777777777777,4.0,0.937680893228676,0.3685911810930358,0,2018,1.517319316390524,0.1363636363636363,0,264
6,-1.633719412045156,12.266666666666667,-11.25,0.0,-0.5302378318248052,0.3685911810930358,0,2018,1.517319316390524,0.1363636363636363,0,264
9,-0.7626980317559158,8.733333333333333,-9.1,0.0,0.0430643843845644,0.3685911810930358,0,2018,1.517319316390524,0.0909090909090909,0,264
11,-0.5351405412027646,7.8,-7.142857142857143,0.0,0.7477037568298269,0.3685911810930358,3,2018,1.517319316390524,0.1818181818181818,0,264
5,0.1828096475429227,10.533333333333331,-9.2,0.0,-0.47965159593146,0.3685911810930358,3,2018,1.517319316390524,0.0454545454545454,0,264
10,-0.7626980317559158,7.866666666666666,-11.142857142857142,0.0,-0.8057624161404802,0.3685911810930358,0,2018,1.517319316390524,0.0909090909090909,0,264
8,-1.633719412045156,11.933333333333334,-13.0,0.0,-1.103481580220351,0.3685911810930358,0,2018,1.517319316390524,0.1363636363636363,0,264
13,0.1828096475429227,6.533333333333333,-6.75,0.0,0.662461243474383,0.3685911810930358,3,2018,1.517319316390524,0.0454545454545454,0,264
18,-0.4772004637011485,7.333333333333333,-8.625,0.0,0.12247308137368,0.3685911810930358,3,2018,1.517319316390524,0.0909090909090909,0,264
19,-0.4772004637011485,9.066666666666666,-10.1,0.0,-0.5996735450748286,0.3685911810930358,0,2018,1.517319316390524,0.0909090909090909,0,264
14,-1.60484950470716,11.0,-11.88888888888889,0.0,-0.881364269431503,0.3685911810930358,0,2018,1.517319316390524,0.0909090909090909,0,264
20,-2.594847906104275,14.466666666666669,-14.875,0.0,-1.7141156838784883,0.3685911810930358,3,2018,1.517319316390524,0.1818181818181818,0,264
15,-2.594847906104275,13.133333333333333,-13.0,0.0,-0.8807322222257887,0.3685911810930358,2,2018,1.517319316390524,0.1818181818181818,0,264
2,2.747219605751136,2.2666666666666666,-2.909090909090909,4.0,1.4799714627626583,0.580973004294617,0,2018,1.4840132949266076,0.0833333333333333,0,401
1,2.7625156734494394,1.4666666666666666,-2.1818181818181817,5.0,1.8528431736993072,0.580973004294617,0,2018,1.4840132949266076,0.125,0,401
7,2.1972857089520903,3.0,-4.125,3.0,0.9597654384273367,0.580973004294617,0,2018,1.4840132949266076,0.25,0,401
10,2.7625156734494394,4.066666666666666,-3.9,5.0,0.909672499750125,0.580973004294617,3,2018,1.4840132949266076,0.125,9,401
4,-0.6665983432574558,10.4,-10.454545454545457,0.0,-0.6842090427767753,0.580973004294617,0,2018,1.4840132949266076,0.0833333333333333,0,401
3,-0.6665983432574558,9.266666666666667,-9.11111111111111,0.0,0.0176106995193206,0.580973004294617,0,2018,1.4840132949266076,0.0833333333333333,0,401
5,-0.6824065630302382,8.0,-11.0,0.0,-0.8160099819179549,0.580973004294617,0,2018,1.4840132949266076,0.0833333333333333,0,401
9,-0.6824065630302382,8.133333333333333,-8.909090909090908,0.0,0.1336034188877173,0.580973004294617,0,2018,1.4840132949266076,0.0833333333333333,0,401
11,-1.4732671468118377,10.533333333333331,-10.666666666666666,0.0,-0.3371849003371671,0.580973004294617,0,2018,1.4840132949266076,0.125,-1,401
14,-1.6796990023586011,12.133333333333333,-12.2,0.0,-1.0193098864944066,0.580973004294617,3,2018,1.4840132949266076,0.125,-1,401
16,0.088745380877823,10.2,-9.181818181818182,0.0,-0.4131812087937975,0.580973004294617,2,2018,1.4840132949266076,0.0416666666666666,-2,401
18,-2.7926683896946063,14.8,-15.0,0.0,-1.7647867563503192,0.580973004294617,3,2018,1.4840132949266076,0.1666666666666666,-2,401
19,-2.7926683896946063,14.666666666666666,-13.444444444444445,0.0,-1.0278816333442886,0.580973004294617,3,2018,1.4840132949266076,0.1666666666666666,-2,401
12,-1.4732671468118377,11.4,-12.714285714285714,0.0,-1.1360822464746692,0.580973004294617,3,2018,1.4840132949266076,0.125,-1,401
20,-0.5011269238777434,12.733333333333333,-11.666666666666666,0.0,-1.2713293649673485,0.580973004294617,3,2018,1.4840132949266076,0.2083333333333333,-2,401
3,2.791543526841399,1.4666666666666666,-2.1666666666666665,5.0,1.889518975092642,0.3590247435285426,0,2018,1.5339609901886635,0.1153846153846153,0,162
